FuelbedNumber,SiteName,SiteDescription,Ecoregion,VegetationForm,NaturalFireRegime,CoverType,TreeOverstoryLoading,TreeMidstoryLoading,TreeUnderstoryLoading,Snag_class1_foliage_loading,Snag_class1_other_loading,Snag_class1_wood_loading,Snag_class2_loading,Snag_class3_loading,Shrubs_primary_loading,Shrubs_secondary_loading,Shrubs_primary_percent_cover,Shrubs_secondary_percent_cover,Nonwoody_primary_loading,Nonwoody_secondary_loading,Nonwoody_primary_percent_live,Nonwoody_secondary_percent_live,Woody_sound_0_quarter,Woody_sound_quarter_1,Woody_sound_1_3,Woody_sound_3_9,Woody_sound_9_20,Woody_sound_gt20,Woody_rotten_3_9,Woody_rotten_9_20,Woody_rotten_gt20,Woody_stump_sound,Woody_stump_rotten,Woody_stump_lightered,LLM_litter_depth,LLM_litter_percent_cover,LLM_lichen_depth,LLM_lichen_percent_cover,LLM_moss_depth,LLM_moss_percent_cover,LLM_moss_type,LLM_litterneedle_short_percent_cover,LLM_litterneedle_long_percent_cover,LLM_litterneedle_other_percent_cover,LLM_litterneedle_broadleaf_deciduous_percent_cover,LLM_litterneedle_broadleaf_evergreen_percent_cover,LLM_litterneedle_palmfrond_percent_cover,LLM_litterneedle_grass_percent_cover,DuffLower_percent,DuffLower_depth,DuffLower_derivation,DuffUpper_percent,DuffUpper_depth,DuffUpper_derivation,GroundFuel_basalAccumulations_depth,GroundFuel_basalAccumulations_radius,GroundFuel_basalAccumulations_percent,SquirrelMidden_depth,SquirrelMidden_density,SquirrelMidden_radius,
80,Fountain grass grassland,"This fuelbed represents Hawaiian grasslands invaded by fountain grass (Pennisetum setaceum). This nonnative bunchgrass is particularly invasive on the leeward side of the islands below 4,000 feet.",420,3,6,-1,0,0,0,,,,,,0.076615006,0,78.00,-3.00,5.0,0.1,80.00,80.00,0.1,0.3,0.3,0,0,0,,,,,,,0.70,20.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,-1,-1,100.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
81,Pukiawe / Columbia bluestem grassland,This fuelbed represents nonnative grasslands dominated by Colombian bluestem (Schizachyrium condensatum) with scattered pukiawe (Styphelia tameiameiae) and other microphyllous shrubs that occur in the Hawaiian lowlands.,420,3,2,-1,0,0,0,,,,,,0.19863501,0,78.00,-3.00,3.8000002,0.020000001,80.00,80.00,0.1,0.1,0,0,0,0,,,,,,,1.20,50.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,20.00,-1,80.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
82,White leadtree / Guinea grass shrubland,This Hawaiian shrubland fuelbed is dominated by white leadtree (Leucaena leucocephala) and other mixed microphyllous shrubs with a dense herbaceous layer composed of the exotic bunchgrass Guinea grass (Urochloa maxima).,420,6,6,-1,0,0,0,,,,,,0.091460004,0,99.00,-3.00,4.5,0,95.00,-3.00,0.2,0.3,0.1,0,0,0,,,,,,,1.00,80.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,10.00,-1,90.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
83,Molasses grass grassland,"This Hawaiian submontane grassland fuelbed is dominated by molasses grass (Melinis minutiflora), a nonnative sodgrass. Molasses grass is found in dry and mesic environments from sea level to 4,500 feet throughout the Hawaiian Islands.",420,3,6,-1,0,0,0,,,,,,1.4144001,0,85.00,-3.00,5.0,0,85.00,-3.00,0.1,0,0,0,0,0,,,,,,,2.00,95.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,2.00,-1,98.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
84,Ohia / Broomsedge bluestem savanna,Broomsedge bluestem (Andropogon virginicus) is a nonnative fine bunchgrass that has invaded the grasslands of Hawaii. It is the dominant grass species in this savanna fuelbed with scattered ohia trees.,420,5,1,-1,0.078146644,0,0,,,,,,1.8768002,0,90.00,-3.00,4.0,0,75.00,-3.00,0.1,0.2,0.5,0,0,0,0,0,0,,,,2.00,50.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,30.00,-1,70.00,-3.00,-3.00,-3,-3.00,-3.00,-3,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
85,Black spruce / lichen forest,"Black spruce woodland fuelbed with a lichen and feathermoss forest floor, between 50 and 150 years old. Found on cold, well-drained uplands in interior, western, and southcentral Alaska. This fuelbed is comparable to the black spruce woodland of Viereck et al. (1992).",130,2,4,109,1.1212344,0,0.032343302,,0.20653357,,0.20812424,0.16009557,0.167095,0.68976504,90.00,90.00,0.05,0.020000001,80.00,80.00,0.2,0.3,1.0,1.5000001,0,0,1.0,0,0,0.020653356,0.012007168,0,0.50,5.00,2.00,70.00,2.50,25.00,2,-1,-1,100.00,-1,-1,-1,-1,60.00,2.00,3,100.00,4.00,1,-3.00,-3.00,-3.00,18.00,1.00,5.00,
86,Black spruce / feathermoss forest,"Black spruce woodland fuelbed with a feathermoss forest floor, between 50 and 150 years old. Found on floodplains and uplands in interior, western, and southcentral Alaska. This fuelbed is comparable to the black spruce woodland of Viereck et al. (1992).",130,2,4,109,1.1212344,0,0.032343302,,0.20653357,,0.19352369,0.16009557,0.167095,0.68976504,90.00,90.00,0.020000001,0.020000001,80.00,75.00,0.2,0.3,1.0,1.5000001,0,0,1.0,0,0,0.020653356,0.012007168,0,0.50,5.00,2.00,10.00,2.50,85.00,2,-1,-1,100.00,-1,-1,-1,-1,60.00,2.00,3,95.00,4.00,1,-3.00,-3.00,-3.00,18.00,1.00,5.00,
87,Black spruce / feathermoss forest,"Black spruce forest fuelbed with a feathermoss forest floor, between 50 and 150 years old. Found on floodplains and uplands in interior and southcentral Alaska. This fuelbed is comparable to the closed black spruce forest of Viereck et al. (1992).",130,2,4,109,7.2448997,0,0.019405982,,2.6892395,,1.8761202,1.4070902,0.2,0.33613002,90.00,90.00,0.010000001,0.020000001,90.00,90.00,0.1,0.2,0.5,1.0,0,0,0.5,0,0,0.10756957,0.062537335,0,1.00,15.00,2.00,5.00,2.50,80.00,2,-1,-1,100.00,-1,-1,-1,-1,90.00,2.00,3,100.00,4.00,1,-3.00,-3.00,-3.00,18.00,1.00,5.00,
88,Black spruce / sphagnum moss forest,"Black spruce woodland fuelbed with a sphagnum moss forest floor, between 50 and 150 years old. Found on cold, wet sites, often near tree line, in interior, western, and southcentral Alaska. This fuelbed is comparable to the black spruce dwarf tree woodland of Viereck et al. (1992).",130,2,4,109,0.5174929,0,0.043124404,,0.07024951,,0.06126106,0.032672565,0.250645,0.067040004,90.00,90.00,0.020000001,0.020000001,75.00,75.00,0.2,0.3,1.0,1.0,0,0,1.0,0,0,0.010537428,0.0061261067,0,0.50,5.00,2.00,5.00,15.00,90.00,1,-1,-1,100.00,-1,-1,-1,-1,90.00,15.00,4,90.00,20.00,2,-3.00,-3.00,-3.00,18.00,0.50,5.00,
89,Black spruce / cottonsedge woodland,"Black spruce woodland fuelbed with a cottongrass (Eriophorum spp.) tussock understory, between 50 and 150 years old. Found on cold, wet sites, often near tree line, in interior, western, and southcentral Alaska. This fuelbed is comparable to the black spruce dwarf tree woodland of Viereck et al. (1992).",130,2,4,109,0.5174929,0,0.043124404,,0.07024951,,0.06126106,0.032672565,0.167095,0.05028,90.00,90.00,1.0,0.020000001,80.00,90.00,0.2,0.3,1.0,1.0,0,0,1.0,0,0,0.010537428,0.0061261067,0,0.50,5.00,-3.00,-3.00,20.00,40.00,1,-1,-1,100.00,-1,-1,-1,-1,90.00,10.00,4,90.00,10.00,2,-3.00,-3.00,-3.00,18.00,0.50,5.00,
90,White oak -- northern red oak forest,"White oak and northern red oak dominated forest in the Midwest. Occurs on dry-mesic sites with flat to rolling topography throughout the central and northcentral eastern U.S. (generally at elevations below 1,100 feet). Other canopy components can include black hickory, shagbark hickory, maples, and other Midwest oaks such as bur oak and pin oak depending on geographic location. This fuelbed represents stands greater than 50 years old.","210,220,230,250",1,1,"52,54",8.98425,4.410451,1.0454401,,2.311165,,1.7969912,0.7351328,0.376565,0,90.00,-3.00,0.010000001,0,80.00,-3.00,1.0,1.4000001,1.5000001,5.0,4.0,0,1.0,0,0,0,0.20420355,0,2.00,85.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,100.00,-1,-1,-1,85.00,1.00,3,85.00,1.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
91,White spruce / prickly rose forest,"White spruce forest with a prickly rose (Rosa acicularis) understory and a feathermoss forest floor, between 100 and 200 years old. Found on floodplains in interior, western, and southcentral Alaska. This fuelbed is comparable to the open white spruce forest of Viereck et al. (1992).",130,2,4,104,7.546771,0,0.032343302,,4.1233406,,5.5134954,3.6756635,0.279435,0.28606,90.00,90.00,0.030000001,0.020000001,80.00,80.00,0.2,0.4,1.2,1.5000001,0,0,0.5,0,0,0.13744469,0.091891594,0,1.00,15.00,2.00,5.00,2.50,80.00,2,-1,-1,50.00,50.00,-1,-1,-1,75.00,2.00,3,90.00,3.00,1,-3.00,-3.00,-3.00,18.00,1.00,5.00,
92,Quaking aspen -- paper birch -- white spruce -- black spruce forest,"Quaking aspen and paper birch forest undergoing succession to white and black spruce forest, between 50 and 100 years old. Found on floodplains and uplands in interior and southcentral Alaska. This fuelbed is comparable to the closed spruce-paper birch-quaking aspen forest of Viereck et al. (1992).",130,4,4,"104,105,106,110,111",5.2272,2.5874643,0.013603789,,2.222023,,3.0630536,2.0420356,0.06553,0.272205,90.00,90.00,0.010000001,0.020000001,80.00,80.00,0.4,0.6,1.5000001,3.0000002,0,0,1.5000001,0,0,0.07406742,0.051050887,0,1.50,80.00,2.00,2.00,2.00,20.00,2,-1,-1,20.00,80.00,-1,-1,-1,90.00,1.00,3,90.00,2.00,1,-3.00,-3.00,-3.00,12.00,1.00,5.00,
93,Paper birch -- quaking aspen forest,"Paper birch and quaking aspen forest, between 25 and 75 years old. Found on uplands in interior and southcentral Alaska. This fuelbed is comparable to the closed paper birch -- quaking aspen forest of Viereck et al. (1992).",130,1,4,"107,124",12.25125,0,0.024358751,,,,5.105089,2.7567477,0.080000006,0.27887002,90.00,90.00,0.010000001,0.010000001,80.00,80.00,0.3,0.4,0.8,3.0000002,3.0000002,0,1.0,1.0,0,0.12311903,0.07351327,0,2.00,80.00,2.00,2.00,2.00,20.00,2,-1,-1,-1,100.00,-1,-1,-1,90.00,1.00,3,90.00,3.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
94,Balsam poplar -- quaking aspen forest,"Balsam poplar and quaking aspen forest, between 25 and 100 years old. Found on floodplains in interior, western, and southcentral Alaska. This fuelbed is comparable to the closed quaking aspen -- balsam poplar forest of Viereck et al. (1992).",130,1,4,"108,124",11.434501,0,0.032539323,,,,3.7522404,3.7522404,0.4,0.140245,90.00,90.00,0.010000001,0.020000001,80.00,80.00,0.2,0.3,1.5000001,2.0,1.0,0,1.0,0.5,0,0.0665996,0.05002987,0,2.00,90.00,-3.00,-3.00,2.00,5.00,2,-1,-1,-1,100.00,-1,-1,-1,90.00,1.00,3,90.00,2.00,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
95,Willow -- mountain alder shrubland,"Willow and alder shrubland. Found on floodplains and along streams and beaches throughout Alaska, and at transitions from forested to non-forested areas. This fuelbed is comparable to the closed tall alder -- willow shrub community of Viereck et al. (1992).","120,130",6,4,"300,320",0,0,0,,,,,,2.5600002,0,90.00,-3.00,0.05,0.05,80.00,80.00,0.2,0.5,0.5,0.5,0,0,0.4,0,0,,,,1.00,90.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,100.00,-1,-1,-1,90.00,1.00,3,90.00,1.00,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
97,Cottongrass grassland,"Cottongrass (Eriophorum spp.) and sedge (Carex spp.) tussock tundra with low ericaceous shrubs, sphagnum moss, and lichens. Found over permafrost throughout much of Alaska, but primarily in northern and western Alaska. This fuelbed is comparable to the tussock tundra of Viereck et al. (1992).","120,130",3,4,317,0,0,0,,,,,,0.11905001,0,90.00,-3.00,3.0000002,0,80.00,-3.00,,,,,,,,,,,,,-3.00,-3.00,2.00,5.00,20.00,15.00,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,100.00,5.00,4,100.00,5.00,2,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
98,Marsh Labrador tea -- lingonberry tundra shrubland,"Low ericaceous shrub tundra dominated by Labrador tea (Ledum groenlandicum), lingonberry (Vaccinium vitus-idaea), and blueberry (Vaccinium spp.). Found on uplands in interior, western, and northern Alaska. This fuelbed is comparable to the Vaccinium dwarf shrub tundra of Viereck et al. (1992).","120,130",6,4,"310,311",0,0,0,,,,,,1.2558,0,90.00,-3.00,0.2,0,90.00,-3.00,,,,,,,,,,,,,1.00,50.00,2.00,20.00,2.50,10.00,2,-1,-1,-1,-1,100.00,-1,-1,20.00,1.00,3,50.00,1.00,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
99,Bluejoint reedgrass grassland,"Bluejoint reedgrass (Calamagrostis canadensis) meadow. Found on nearly every type of topography throughout Alaska, with the exception of windswept alpine sites. This fuelbed is comparable to the bluejoint meadow of Viereck et al. (1992).","120,130",3,4,304,0,0,0,,,,,,0,0,-2.00,-2.00,5.0,0,90.00,-3.00,,,,,,,,,,,,,3.00,100.00,-3.00,-3.00,-3.00,-3.00,-3,-1,-1,-1,-1,-1,-1,100.00,90.00,1.00,4,90.00,1.00,2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
100,Altai fescue grassland,Grassland dominated by medium height grasses such as fescue and hair grasses. Found on moist sites throughout Alaska. This fuelbed is comparable to the midgrass -- herb vegetation type of Viereck et al. (1992).,"120,130",3,4,"307,309",0,0,0,,,,,,0,0,-2.00,-2.00,3.0000002,1.0,90.00,90.00,,,,,,,,,,,,,2.00,80.00,-3.00,-3.00,1.00,10.00,2,-1,-1,-1,-1,-1,-1,100.00,50.00,0.50,4,50.00,0.50,2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
101,White spruce forest,"White spruce forest with a feathermoss forest floor, between 100 and 200 years old. Found on well-drained floodplains and uplands throughout Alaska. This fuelbed is comparable to the closed white spruce forest of Viereck et al. (1992).",130,2,4,104,9.659865,0,0.032343302,,8.590294,,9.5720415,6.381361,0.16986,0.533745,90.00,90.00,0.010000001,0.020000001,80.00,80.00,0.3,0.5,1.5000001,2.0,0,0,0.5,0,0,0.19089542,0.12762722,0,1.00,20.00,2.00,5.00,2.50,70.00,2,-1,-1,100.00,-1,-1,-1,-1,75.00,2.00,3,90.00,3.00,1,-3.00,-3.00,-3.00,18.00,1.00,7.50,
102,White spruce forest,"White spruce forest fuelbed with a feathermoss forest floor, between 100 and 200 years old. The larger white spruce (greater than 5 inches dbh) have recently been attacked by spruce bark beetles. Found on well-drained floodplains and uplands in southcentral Alaska.",130,2,4,104,5.39055,0,0.064686604,0.0023259849,24.05282,29.932404,13.783738,6.381361,0.48972002,0.533745,90.00,90.00,1.0,0.05,80.00,80.00,1.0,1.5000001,3.0000002,20.0,5.0,0,0.5,0,0,0.5154176,0.34459347,0,1.00,30.00,2.00,5.00,2.50,60.00,2,-1,-1,100.00,-1,-1,-1,-1,75.00,2.00,3,90.00,3.00,1,-3.00,-3.00,-3.00,18.00,1.00,7.50,
103,White spruce -- paper birch forest,"White spruce and paper birch forest undergoing succession to white spruce forest, with a feathermoss and birch litter forest floor. This stand is between 50 and 150 years old. Similar sites are found on well-drained floodplains and uplands throughout Alaska. This fuelbed is comparable to the closed spruce-paper birch forest of Viereck et al. (1992).",130,4,4,"104,106,107",12.4825535,0,0.09069193,4.4502267E-5,2.2907453,0.5726863,7.504481,5.0029874,0.6,0.36960503,90.00,90.00,0.010000001,0.020000001,80.00,80.00,0.5,0.70000005,1.5000001,3.0000002,2.0,0,1.0,1.0,0,0.17057194,0.10005974,0,1.50,60.00,2.00,10.00,2.00,40.00,2,-1,-1,20.00,80.00,-1,-1,-1,90.00,1.00,4,90.00,2.00,1,-3.00,-3.00,-3.00,12.00,1.00,5.00,
104,White spruce -- paper birch forest,White spruce and paper birch forest with a feathermoss and birch litter forest floor.  This stand is between 50 and 150 years old. The larger white spruce (greater than 5 in. dbh) have recently been attacked by spruce bark beetles. Found on well-drained floodplains and uplands in southcentral Alaska.,130,4,4,"104,106,107",11.855289,0,0.1360379,0.001281665,9.621127,16.493362,7.504481,5.0029874,1.2,0.36960503,90.00,90.00,1.0,0.05,80.00,80.00,1.5000001,2.0,3.0000002,15.000001,5.0,0,1.0,1.0,0,0.29409236,0.18378319,0,1.50,70.00,2.00,3.00,2.00,30.00,2,-1,-1,60.00,40.00,-1,-1,-1,90.00,1.00,4,90.00,2.00,1,-3.00,-3.00,-3.00,12.00,1.00,5.00,
105,Paper birch -- quaking aspen -- white spruce forest,"Paper birch and quaking aspen forest undergoing succession to white spruce forest, between 50 and 100 years old. Found on floodplains and uplands in interior and southcentral Alaska. This fuelbed is comparable to the closed spruce -- paper birch -- quaking aspen forest of Viereck et al. (1992).",130,4,4,"104,105,106,107,124",12.179376,4.160852,0.09513505,4.4502267E-5,2.2907453,0.5726863,7.5044813,5.0029874,0.6,0.36101,90.00,90.00,0.010000001,0.05,80.00,80.00,0.4,0.5,1.5000001,5.0,3.0000002,0,2.0,2.0,0,0.16334541,0.10005974,0,2.00,80.00,2.00,2.00,2.00,20.00,2,-1,-1,20.00,80.00,-1,-1,-1,90.00,1.00,3,90.00,2.00,1,-3.00,-3.00,-3.00,12.00,0.50,5.00,
106,Red spruce -- balsam fir forest,"Mature red spruce -- balsam fir forest after spruce budworm infestation 1 to 15 years previously. Generally occurs at elevations between 800 to 3,000 feet; elevation decreases with increases in latitude.","210,220",2,5,24,1.0041125,0.1563804,0.071874015,6.9343415E-4,,9.218244,6.754032,,0.20143001,0.054650005,90.00,90.00,0.05,0.05,50.00,50.00,1.0,1.7,3.3000002,17.5,17.5,0,3.5000002,3.5000002,0,0.563738,0.40202573,0.20101286,2.00,70.00,2.00,3.00,2.00,50.00,2,-1,-1,90.00,8.00,-1,-1,2.00,99.00,1.50,3,99.00,0.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
107,Pitch pine / scrub oaks forest,"Woodlands dominated by pitch pine on low elevation dry sites, often on sands or exposed ledges. Occurs along north Atlantic coastal plain north to midcoast Maine, west to central New York and south into the southern Appalachian Mountains to Virginia. In the northern end of its range, this type generally occurs lower than 1,700 in elevation, while farther south it occurs between 1,500 and 4,000 feet. This fuelbed was established after fire more than 50 years previously. The canopy may also contain other pine species depending on geographic location.","210,220,230",4,2,63,2.0167847,0.28566653,0.33725247,5.8149626E-6,119.275276,0.19402611,0.20011948,0.20011948,0.59369504,0.01095,90.00,90.00,0.010000001,0.010000001,80.00,80.00,0.1,0.70000005,0.5,0.1,0,0,0.2,0,0,,,,1.00,85.00,0.50,5.00,0.50,5.00,2,75.00,-1,-1,20.00,-1,-1,5.00,90.00,1.50,3,90.00,1.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
109,Eastern white pine -- northern red oak -- red maple forest,"Eastern white pine and northern red oak are dominant with red maple as a common canopy associate. Northern hardwood species such as beech, birch, ash, and sugar maple may also be present. This forest type extends through New England west and south along the Appalachian Mountains, typically lower than 3,000 feet in elevation. This fuelbed represents a forest from 50 to 100 years old.","210,220",4,1,34,10.284517,10.182151,1.0423038,8.010408E-5,5.09752,1.3529711,3.1585333,1.2634134,1.5547051,0,85.00,-3.00,0.4,0,80.00,-3.00,0.3,0.5,1.0,1.2,0.5,0.5,0.75000006,0.3,0,0,0.025525443,0,1.50,90.00,-3.00,-3.00,1.00,5.00,2,-1,10.00,-1,90.00,-1,-1,-1,90.00,0.50,3,90.00,0.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
110,American beech -- yellow birch -- sugar maple forest,"Northern hardwoods forest dominated by beech, birch, and sugar maple. One of the most common forests in north central to northeastern North America, generally occurring below 2,500 feet in elevation. This fuelbed may occur on former farm fields, around settled areas, or on industrial forestlands, and represents stands greater than 60 years old with a history of selective tree harvest.","210,220",1,5,"38,42,44",6.01128,10.61775,2.5155902,,7.434266,,2.1586018,0.8634407,0.15339501,0,95.00,-3.00,0.1,0,95.00,-3.00,0.4,0.5,1.0,1.0,5.0,0,0.5,1.0,0,0.26124305,0.020033544,0,1.00,95.00,-3.00,-3.00,2.00,5.00,2,-1,-1,-1,100.00,-1,-1,-1,99.00,0.50,4,99.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
114,Virginia pine -- pitch pine -- shortleaf pine forest,"Dry pine forest, typically dominated by a mixture of Virginia pine, pitch pine, and shortleaf pine. The deciduous tree component increases with fire exclusion. This forest type is found primarily on upper slopes and ridgetops of the southern Appalachian Mountains up to 2,500 feet in elevation. This forest type can occur on xeric soils in Alabama, Georgia, Indiana, Kentucky, North Carolina, Ohio, Pennsylvania, South Carolina, Tennessee, Virginia, and West Virginia. This fuelbed represents stands from 40 to 80 years old.","220,230",2,2,"63,68,69",1.5956031,0.9291349,2.15622,,2.0066924,,1.9043512,0.9521756,0.34836003,0,90.00,-3.00,0.1,0.1,80.00,80.00,0.2,0.70000005,0.4,0.3,0.5,0,0.2,0.3,0,0,0.036756635,0,1.50,85.00,-3.00,-3.00,-3.00,-3.00,-3,70.00,-1,-1,30.00,-1,-1,-1,70.00,1.00,3,90.00,1.00,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
115,Rhododendron -- blueberry -- mountain laurel shrubland,"Heath balds found on upper slopes and ridgetops generally above 3,500 feet in elevation in the southern Appalachian Mountains in Tennessee, North Carolina, Kentucky, Georgia, Virginia and potentially in Alabama, South Carolina, and West Virginia. This vegetation type can originate from small-scale disturbances such as landslides, windfall and localized fires, or can persist for many decades at higher elevations and on exposed rocky sites. Most examples of this shrubland are at least 100 years old.","210,220",6,4,-1,0.2117016,0,0,,,,,,7.251965,0.36175,90.00,90.00,0.05,0,90.00,-3.00,0.2,0.70000005,2.0,0,0,0,0.2,0,0,,,,2.00,90.00,-3.00,-3.00,1.00,15.00,2,5.00,-1,-1,4.00,90.00,-1,1.00,100.00,2.00,3,100.00,0.50,2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
120,Oak -- pine / mountain laurel forest,"Predominantly old-growth oak -- pine / mountain laurel forest throughout the Appalachian Mountains on ridges and slopes from 1,000 to 3,500 feet in elevation and characterized by a mixed oak and pine overstory with a very dense mountain laurel (Kalmia latifolia) shrub layer. This forest type, with a shortleaf pine component, also occurs in the Ouachita and Ozark mountains of the Midwest. Fire exclusion (50+ years) promotes dominance of oaks and other hardwoods.","210,220,230",4,1,"63,76,77",4.2915316,3.0840483,0,,,,0.5105089,0.45945796,5.4,0,90.00,-2.00,0.05,0,60.00,-3.00,0.5,1.0,1.5000001,1.5000001,1.8000001,0,0.8,0,0,,,,2.00,85.00,0.25,5.00,0.50,5.00,2,34.00,-1,-1,40.00,25.00,-1,1.00,90.00,1.00,3,90.00,0.50,1,-3.00,-3.00,-3.00,-2.00,-2.00,-2.00,
121,Oak -- pine / mountain laurel forest,"Predominantly old-growth oak -- pine / mountain laurel forest throughout the Appalachian Mountains on ridges and slopes from 1,000 to 3,500 feet in elevation and characterized by a mixed oak and pine overstory with a very dense mountain laurel shrub layer. The canopy pine component of this fuelbed has been reduced by southern pine beetle damage that occurred about 10 years previously.","210,220,230",4,1,"63,76,77",3.1559222,2.4672382,2.3522403,5.340271E-5,,2.418781,28.716122,0.40840712,5.4,0,90.00,-3.00,0.1,0,60.00,-3.00,2.0,3.0000002,4.0,8.8,14.6,5.8,0.8,0,0,0,0.07657634,0,3.00,85.00,0.25,5.00,0.50,5.00,2,34.00,-1,-1,40.00,25.00,-1,1.00,90.00,1.00,3,90.00,0.50,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
123,White oak -- northern red oak -- black oak -- hickory forest,"Found on dissected hills and valleys from about 300 to 600 feet in elevation. This fuelbed includes oak -- hickory forests in the central U.S. (Illinois, Missouri, Arkansas and surrounding areas) and in the east from Georgia into New Hampshire. These forests are second growth and fire has been excluded for at least 40 to 50 years. Fire exclusion favors establishment of red maple and reduces oak regeneration.","210,220,230,250",1,1,51,15.681602,3.0491998,0.62073004,,1.4293634,,0.5743224,0.5743224,1.0,0.31301004,85.00,85.00,0.05,0.010000001,70.00,75.00,0.6,1.2,1.6,1.5000001,1.8000001,0,0.8,0,0,0,0.20420355,0,4.00,85.00,-2.00,-2.00,-2.00,-2.00,-2,0.50,0.50,-1,98.00,-1,-1,1.00,85.00,1.00,3,85.00,1.00,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
124,Pitch pine -- oak forest,"Pitch pine- and oak-dominated forests on dry soils in the northeastern U.S. most commonly occur in New York, New Jersey, Connecticut, and Pennsylvania, but similar forests range north into Maine. This fuelbed represents stands greater than 60 years old.","210,220",4,1,63,2.4902382,2.5030124,0.6960888,1.7088869E-6,0.024137909,0.05701992,0.07841417,0.039207086,0.93234,0,80.00,-3.00,0.1,0.010000001,90.00,90.00,0.2,0.5,0.5,0.1,0.1,0,0.2,0,0,,,,1.50,85.00,0.50,5.00,-3.00,-3.00,-3,50.00,-1,-1,50.00,-1,-1,-1,90.00,0.80,3,90.00,0.80,1,-3.00,-3.00,-3.00,-3.00,-3.00,-3.00,
125,Oak -- hickory -- pine -- eastern hemlock forest,"Oak -- hickory -- pine -- eastern hemlock forest occur on dissected hills and valleys, from about 300 to 600 feet in elevation. Eastern hemlock occurs predominately in moist coves and along north-facing slopes while pine species occur on drier sites.",220,4,6,51,12.448578,3.9204004,0.83853006,1.0413529E-5,4.2023287,0.34674716,1.5008961,0.75044805,1.0,0.31774,85.00,85.00,0.05,0,75.00,-2.00,0.020000001,0.4,0.70000005,1.8000001,1.8000001,0,0.5,0,0,0,0.20420355,0,2.00,90.00,-2.00,-2.00,-2.00,-2.00,-2,5.00,-1,2.00,93.00,-1,-1,-1,85.00,0.40,3,85.00,0.30,1,5.00,0.75,2.00,-3.00,-3.00,-3.00,
129,Green ash -- American elm forest,"This fuelbed represents stands of 40- to 70-year-old bottomland hardwood forests dominated by green ash and American elm and other mixed hardwoods including oak species, black walnut, hackberry, sugarberry, and maples. Such forests occur throughout the southeastern and central U.S.","220,230",1,3,85,13.721399,7.8408012,3.1363199,,4.063005,,1.7867813,1.5315267,0.679435,0.10887,90.00,90.00,0.1,0.010000001,85.00,85.00,0.1,0.2,1.5000001,1.5000001,1.5000001,0,0.5,0.5,0,0.2761166,0.10210177,0,0.50,60.00,-2.00,-2.00,-2.00,-2.00,-2,-1,-1,-1,100.00,-1,-1,-1,10.00,0.50,3,10.00,0.50,1,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
131,Bluestem -- Indian grass -- switchgrass grassland,"This grassland fuelbed is a tallgrass prairie with low to moderate shrub cover and few if any trees present, and occurs throughout central North America. Encroaching trees can include oaks, juniper, elm, hackberry, cottonwood, or honey locust. Time since fire ranges from 1 to 10 years.","210,220,250,330",3,2,"228,252",0.6422922,0,0,,,,,,0.134635,0,70.00,-3.00,3.0000002,0.3,70.00,95.00,,,,,,,,,,,,,3.00,90.00,-3.00,-3.00,1.30,20.00,2,-1,-1,-1,1.00,-1,-1,99.00,-2.00,-2.00,-2,-2.00,-2.00,-2,-2.00,-2.00,-2.00,-2.00,-2.00,-2.00,
