fuelbeds,area,fm_duff,fm_1000hr,can_con_pct,shrub_black_pct,pile_black_pct,units,ecoregion,fm_litter,season
273_323,100,30,60,20,80,90,tons,western,30,fall
273_331,100,30,60,20,80,90,tons,western,30,fall
273_332,100,30,60,20,80,90,tons,western,30,fall
273_333,100,30,60,20,80,90,tons,western,30,fall
273_411,100,30,60,20,80,90,tons,western,30,fall
273_412,100,30,60,20,80,90,tons,western,30,fall
273_413,100,30,60,20,80,90,tons,western,30,fall
273_421,100,30,60,20,80,90,tons,western,30,fall
273_422,100,30,60,20,80,90,tons,western,30,fall
273_423,100,30,60,20,80,90,tons,western,30,fall
273_431,100,30,60,20,80,90,tons,western,30,fall
273_432,100,30,60,20,80,90,tons,western,30,fall
273_433,100,30,60,20,80,90,tons,western,30,fall
273_511,100,30,60,20,80,90,tons,western,30,fall
273_512,100,30,60,20,80,90,tons,western,30,fall
273_513,100,30,60,20,80,90,tons,western,30,fall
273_521,100,30,60,20,80,90,tons,western,30,fall
273_522,100,30,60,20,80,90,tons,western,30,fall
273_523,100,30,60,20,80,90,tons,western,30,fall
273_531,100,30,60,20,80,90,tons,western,30,fall
273_532,100,30,60,20,80,90,tons,western,30,fall
273_533,100,30,60,20,80,90,tons,western,30,fall
274_111,100,30,60,20,80,90,tons,western,30,fall
274_112,100,30,60,20,80,90,tons,western,30,fall
274_113,100,30,60,20,80,90,tons,western,30,fall
274_121,100,30,60,20,80,90,tons,western,30,fall
274_122,100,30,60,20,80,90,tons,western,30,fall
274_123,100,30,60,20,80,90,tons,western,30,fall
274_131,100,30,60,20,80,90,tons,western,30,fall
274_132,100,30,60,20,80,90,tons,western,30,fall
274_133,100,30,60,20,80,90,tons,western,30,fall
274_211,100,30,60,20,80,90,tons,western,30,fall
274_212,100,30,60,20,80,90,tons,western,30,fall
274_213,100,30,60,20,80,90,tons,western,30,fall
274_221,100,30,60,20,80,90,tons,western,30,fall
274_222,100,30,60,20,80,90,tons,western,30,fall
274_223,100,30,60,20,80,90,tons,western,30,fall
274_231,100,30,60,20,80,90,tons,western,30,fall
274_232,100,30,60,20,80,90,tons,western,30,fall
274_233,100,30,60,20,80,90,tons,western,30,fall
274_311,100,30,60,20,80,90,tons,western,30,fall
274_312,100,30,60,20,80,90,tons,western,30,fall
274_313,100,30,60,20,80,90,tons,western,30,fall
274_321,100,30,60,20,80,90,tons,western,30,fall
274_322,100,30,60,20,80,90,tons,western,30,fall
274_323,100,30,60,20,80,90,tons,western,30,fall
274_331,100,30,60,20,80,90,tons,western,30,fall
274_332,100,30,60,20,80,90,tons,western,30,fall
274_333,100,30,60,20,80,90,tons,western,30,fall
274_411,100,30,60,20,80,90,tons,western,30,fall
274_412,100,30,60,20,80,90,tons,western,30,fall
274_413,100,30,60,20,80,90,tons,western,30,fall
274_421,100,30,60,20,80,90,tons,western,30,fall
274_422,100,30,60,20,80,90,tons,western,30,fall
274_423,100,30,60,20,80,90,tons,western,30,fall
274_431,100,30,60,20,80,90,tons,western,30,fall
274_432,100,30,60,20,80,90,tons,western,30,fall
274_433,100,30,60,20,80,90,tons,western,30,fall
274_511,100,30,60,20,80,90,tons,western,30,fall
274_512,100,30,60,20,80,90,tons,western,30,fall
274_513,100,30,60,20,80,90,tons,western,30,fall
274_521,100,30,60,20,80,90,tons,western,30,fall
274_522,100,30,60,20,80,90,tons,western,30,fall
274_523,100,30,60,20,80,90,tons,western,30,fall
274_531,100,30,60,20,80,90,tons,western,30,fall
274_532,100,30,60,20,80,90,tons,western,30,fall
274_533,100,30,60,20,80,90,tons,western,30,fall
275_111,100,30,60,20,80,90,tons,western,30,fall
275_112,100,30,60,20,80,90,tons,western,30,fall
275_113,100,30,60,20,80,90,tons,western,30,fall
275_121,100,30,60,20,80,90,tons,western,30,fall
275_122,100,30,60,20,80,90,tons,western,30,fall
275_123,100,30,60,20,80,90,tons,western,30,fall
275_131,100,30,60,20,80,90,tons,western,30,fall
275_132,100,30,60,20,80,90,tons,western,30,fall
275_133,100,30,60,20,80,90,tons,western,30,fall
275_211,100,30,60,20,80,90,tons,western,30,fall
275_212,100,30,60,20,80,90,tons,western,30,fall
275_213,100,30,60,20,80,90,tons,western,30,fall
275_221,100,30,60,20,80,90,tons,western,30,fall
275_222,100,30,60,20,80,90,tons,western,30,fall
275_223,100,30,60,20,80,90,tons,western,30,fall
275_231,100,30,60,20,80,90,tons,western,30,fall
275_232,100,30,60,20,80,90,tons,western,30,fall
275_233,100,30,60,20,80,90,tons,western,30,fall
275_311,100,30,60,20,80,90,tons,western,30,fall
275_312,100,30,60,20,80,90,tons,western,30,fall
275_313,100,30,60,20,80,90,tons,western,30,fall
275_321,100,30,60,20,80,90,tons,western,30,fall
275_322,100,30,60,20,80,90,tons,western,30,fall
275_323,100,30,60,20,80,90,tons,western,30,fall
275_331,100,30,60,20,80,90,tons,western,30,fall
275_332,100,30,60,20,80,90,tons,western,30,fall
275_333,100,30,60,20,80,90,tons,western,30,fall
275_411,100,30,60,20,80,90,tons,western,30,fall
275_412,100,30,60,20,80,90,tons,western,30,fall
275_413,100,30,60,20,80,90,tons,western,30,fall
275_421,100,30,60,20,80,90,tons,western,30,fall
275_422,100,30,60,20,80,90,tons,western,30,fall
275_423,100,30,60,20,80,90,tons,western,30,fall
275_431,100,30,60,20,80,90,tons,western,30,fall
275_432,100,30,60,20,80,90,tons,western,30,fall
275_433,100,30,60,20,80,90,tons,western,30,fall
275_511,100,30,60,20,80,90,tons,western,30,fall
275_512,100,30,60,20,80,90,tons,western,30,fall
275_513,100,30,60,20,80,90,tons,western,30,fall
275_521,100,30,60,20,80,90,tons,western,30,fall
275_522,100,30,60,20,80,90,tons,western,30,fall
275_523,100,30,60,20,80,90,tons,western,30,fall
275_531,100,30,60,20,80,90,tons,western,30,fall
275_532,100,30,60,20,80,90,tons,western,30,fall
275_533,100,30,60,20,80,90,tons,western,30,fall
276_111,100,30,60,20,80,90,tons,western,30,fall
276_112,100,30,60,20,80,90,tons,western,30,fall
276_113,100,30,60,20,80,90,tons,western,30,fall
276_121,100,30,60,20,80,90,tons,western,30,fall
276_122,100,30,60,20,80,90,tons,western,30,fall
276_123,100,30,60,20,80,90,tons,western,30,fall
276_131,100,30,60,20,80,90,tons,western,30,fall
276_132,100,30,60,20,80,90,tons,western,30,fall
276_133,100,30,60,20,80,90,tons,western,30,fall
276_211,100,30,60,20,80,90,tons,western,30,fall
276_212,100,30,60,20,80,90,tons,western,30,fall
276_213,100,30,60,20,80,90,tons,western,30,fall
276_221,100,30,60,20,80,90,tons,western,30,fall
276_222,100,30,60,20,80,90,tons,western,30,fall
276_223,100,30,60,20,80,90,tons,western,30,fall
276_231,100,30,60,20,80,90,tons,western,30,fall
276_232,100,30,60,20,80,90,tons,western,30,fall
276_233,100,30,60,20,80,90,tons,western,30,fall
276_311,100,30,60,20,80,90,tons,western,30,fall
276_312,100,30,60,20,80,90,tons,western,30,fall
276_313,100,30,60,20,80,90,tons,western,30,fall
276_321,100,30,60,20,80,90,tons,western,30,fall
276_322,100,30,60,20,80,90,tons,western,30,fall
276_323,100,30,60,20,80,90,tons,western,30,fall
276_331,100,30,60,20,80,90,tons,western,30,fall
276_332,100,30,60,20,80,90,tons,western,30,fall
276_333,100,30,60,20,80,90,tons,western,30,fall
276_411,100,30,60,20,80,90,tons,western,30,fall
276_412,100,30,60,20,80,90,tons,western,30,fall
276_413,100,30,60,20,80,90,tons,western,30,fall
276_421,100,30,60,20,80,90,tons,western,30,fall
276_422,100,30,60,20,80,90,tons,western,30,fall
276_423,100,30,60,20,80,90,tons,western,30,fall
276_431,100,30,60,20,80,90,tons,western,30,fall
276_432,100,30,60,20,80,90,tons,western,30,fall
276_433,100,30,60,20,80,90,tons,western,30,fall
276_511,100,30,60,20,80,90,tons,western,30,fall
276_512,100,30,60,20,80,90,tons,western,30,fall
276_513,100,30,60,20,80,90,tons,western,30,fall
276_521,100,30,60,20,80,90,tons,western,30,fall
276_522,100,30,60,20,80,90,tons,western,30,fall
276_523,100,30,60,20,80,90,tons,western,30,fall
276_531,100,30,60,20,80,90,tons,western,30,fall
276_532,100,30,60,20,80,90,tons,western,30,fall
276_533,100,30,60,20,80,90,tons,western,30,fall
279_111,100,30,60,20,80,90,tons,western,30,fall
279_112,100,30,60,20,80,90,tons,western,30,fall
279_113,100,30,60,20,80,90,tons,western,30,fall
279_121,100,30,60,20,80,90,tons,western,30,fall
279_122,100,30,60,20,80,90,tons,western,30,fall
279_123,100,30,60,20,80,90,tons,western,30,fall
279_131,100,30,60,20,80,90,tons,western,30,fall
279_132,100,30,60,20,80,90,tons,western,30,fall
279_133,100,30,60,20,80,90,tons,western,30,fall
279_211,100,30,60,20,80,90,tons,western,30,fall
279_212,100,30,60,20,80,90,tons,western,30,fall
279_213,100,30,60,20,80,90,tons,western,30,fall
279_221,100,30,60,20,80,90,tons,western,30,fall
279_222,100,30,60,20,80,90,tons,western,30,fall
279_223,100,30,60,20,80,90,tons,western,30,fall
279_231,100,30,60,20,80,90,tons,western,30,fall
279_232,100,30,60,20,80,90,tons,western,30,fall
279_233,100,30,60,20,80,90,tons,western,30,fall
279_311,100,30,60,20,80,90,tons,western,30,fall
279_312,100,30,60,20,80,90,tons,western,30,fall
279_313,100,30,60,20,80,90,tons,western,30,fall
279_321,100,30,60,20,80,90,tons,western,30,fall
279_322,100,30,60,20,80,90,tons,western,30,fall
279_323,100,30,60,20,80,90,tons,western,30,fall
279_331,100,30,60,20,80,90,tons,western,30,fall
279_332,100,30,60,20,80,90,tons,western,30,fall
279_333,100,30,60,20,80,90,tons,western,30,fall
279_411,100,30,60,20,80,90,tons,western,30,fall
279_412,100,30,60,20,80,90,tons,western,30,fall
279_413,100,30,60,20,80,90,tons,western,30,fall
279_421,100,30,60,20,80,90,tons,western,30,fall
279_422,100,30,60,20,80,90,tons,western,30,fall
279_423,100,30,60,20,80,90,tons,western,30,fall
279_431,100,30,60,20,80,90,tons,western,30,fall
279_432,100,30,60,20,80,90,tons,western,30,fall
279_433,100,30,60,20,80,90,tons,western,30,fall
279_511,100,30,60,20,80,90,tons,western,30,fall
279_512,100,30,60,20,80,90,tons,western,30,fall
279_513,100,30,60,20,80,90,tons,western,30,fall
279_521,100,30,60,20,80,90,tons,western,30,fall
279_522,100,30,60,20,80,90,tons,western,30,fall
279_523,100,30,60,20,80,90,tons,western,30,fall
279_531,100,30,60,20,80,90,tons,western,30,fall
279_532,100,30,60,20,80,90,tons,western,30,fall
279_533,100,30,60,20,80,90,tons,western,30,fall
280_111,100,30,60,20,80,90,tons,western,30,fall
280_112,100,30,60,20,80,90,tons,western,30,fall
280_113,100,30,60,20,80,90,tons,western,30,fall
280_121,100,30,60,20,80,90,tons,western,30,fall
280_122,100,30,60,20,80,90,tons,western,30,fall
280_123,100,30,60,20,80,90,tons,western,30,fall
280_131,100,30,60,20,80,90,tons,western,30,fall
280_132,100,30,60,20,80,90,tons,western,30,fall
280_133,100,30,60,20,80,90,tons,western,30,fall
281_111,100,30,60,20,80,90,tons,western,30,fall
281_112,100,30,60,20,80,90,tons,western,30,fall
281_113,100,30,60,20,80,90,tons,western,30,fall
281_121,100,30,60,20,80,90,tons,western,30,fall
281_122,100,30,60,20,80,90,tons,western,30,fall
281_123,100,30,60,20,80,90,tons,western,30,fall
281_131,100,30,60,20,80,90,tons,western,30,fall
281_132,100,30,60,20,80,90,tons,western,30,fall
281_133,100,30,60,20,80,90,tons,western,30,fall
281_211,100,30,60,20,80,90,tons,western,30,fall
281_212,100,30,60,20,80,90,tons,western,30,fall
281_213,100,30,60,20,80,90,tons,western,30,fall
281_221,100,30,60,20,80,90,tons,western,30,fall
281_222,100,30,60,20,80,90,tons,western,30,fall
281_223,100,30,60,20,80,90,tons,western,30,fall
281_231,100,30,60,20,80,90,tons,western,30,fall
281_232,100,30,60,20,80,90,tons,western,30,fall
281_233,100,30,60,20,80,90,tons,western,30,fall
281_311,100,30,60,20,80,90,tons,western,30,fall
281_312,100,30,60,20,80,90,tons,western,30,fall
281_313,100,30,60,20,80,90,tons,western,30,fall
281_321,100,30,60,20,80,90,tons,western,30,fall
281_322,100,30,60,20,80,90,tons,western,30,fall
281_323,100,30,60,20,80,90,tons,western,30,fall
281_331,100,30,60,20,80,90,tons,western,30,fall
281_332,100,30,60,20,80,90,tons,western,30,fall
281_333,100,30,60,20,80,90,tons,western,30,fall
281_411,100,30,60,20,80,90,tons,western,30,fall
281_412,100,30,60,20,80,90,tons,western,30,fall
281_413,100,30,60,20,80,90,tons,western,30,fall
281_421,100,30,60,20,80,90,tons,western,30,fall
281_422,100,30,60,20,80,90,tons,western,30,fall
281_423,100,30,60,20,80,90,tons,western,30,fall
281_431,100,30,60,20,80,90,tons,western,30,fall
281_432,100,30,60,20,80,90,tons,western,30,fall
281_433,100,30,60,20,80,90,tons,western,30,fall
281_511,100,30,60,20,80,90,tons,western,30,fall
281_512,100,30,60,20,80,90,tons,western,30,fall
281_513,100,30,60,20,80,90,tons,western,30,fall
281_521,100,30,60,20,80,90,tons,western,30,fall
281_522,100,30,60,20,80,90,tons,western,30,fall
281_523,100,30,60,20,80,90,tons,western,30,fall
281_531,100,30,60,20,80,90,tons,western,30,fall
281_532,100,30,60,20,80,90,tons,western,30,fall
281_533,100,30,60,20,80,90,tons,western,30,fall
282_111,100,30,60,20,80,90,tons,western,30,fall
282_112,100,30,60,20,80,90,tons,western,30,fall
282_113,100,30,60,20,80,90,tons,western,30,fall
282_121,100,30,60,20,80,90,tons,western,30,fall
282_122,100,30,60,20,80,90,tons,western,30,fall
282_123,100,30,60,20,80,90,tons,western,30,fall
282_131,100,30,60,20,80,90,tons,western,30,fall
282_132,100,30,60,20,80,90,tons,western,30,fall
282_133,100,30,60,20,80,90,tons,western,30,fall
282_211,100,30,60,20,80,90,tons,western,30,fall
282_212,100,30,60,20,80,90,tons,western,30,fall
282_213,100,30,60,20,80,90,tons,western,30,fall
282_221,100,30,60,20,80,90,tons,western,30,fall
282_222,100,30,60,20,80,90,tons,western,30,fall
282_223,100,30,60,20,80,90,tons,western,30,fall
282_231,100,30,60,20,80,90,tons,western,30,fall
282_232,100,30,60,20,80,90,tons,western,30,fall
282_233,100,30,60,20,80,90,tons,western,30,fall
282_311,100,30,60,20,80,90,tons,western,30,fall
282_312,100,30,60,20,80,90,tons,western,30,fall
282_313,100,30,60,20,80,90,tons,western,30,fall
282_321,100,30,60,20,80,90,tons,western,30,fall
282_322,100,30,60,20,80,90,tons,western,30,fall
282_323,100,30,60,20,80,90,tons,western,30,fall
282_331,100,30,60,20,80,90,tons,western,30,fall
282_332,100,30,60,20,80,90,tons,western,30,fall
282_333,100,30,60,20,80,90,tons,western,30,fall
282_411,100,30,60,20,80,90,tons,western,30,fall
282_412,100,30,60,20,80,90,tons,western,30,fall
282_413,100,30,60,20,80,90,tons,western,30,fall
282_421,100,30,60,20,80,90,tons,western,30,fall
282_422,100,30,60,20,80,90,tons,western,30,fall
282_423,100,30,60,20,80,90,tons,western,30,fall
282_431,100,30,60,20,80,90,tons,western,30,fall
282_432,100,30,60,20,80,90,tons,western,30,fall
282_433,100,30,60,20,80,90,tons,western,30,fall
282_511,100,30,60,20,80,90,tons,western,30,fall
282_512,100,30,60,20,80,90,tons,western,30,fall
282_513,100,30,60,20,80,90,tons,western,30,fall
282_521,100,30,60,20,80,90,tons,western,30,fall
282_522,100,30,60,20,80,90,tons,western,30,fall
282_523,100,30,60,20,80,90,tons,western,30,fall
282_531,100,30,60,20,80,90,tons,western,30,fall
282_532,100,30,60,20,80,90,tons,western,30,fall
282_533,100,30,60,20,80,90,tons,western,30,fall
283_111,100,30,60,20,80,90,tons,western,30,fall
283_112,100,30,60,20,80,90,tons,western,30,fall
283_113,100,30,60,20,80,90,tons,western,30,fall
283_121,100,30,60,20,80,90,tons,western,30,fall
283_122,100,30,60,20,80,90,tons,western,30,fall
283_123,100,30,60,20,80,90,tons,western,30,fall
283_131,100,30,60,20,80,90,tons,western,30,fall
283_132,100,30,60,20,80,90,tons,western,30,fall
283_133,100,30,60,20,80,90,tons,western,30,fall
283_211,100,30,60,20,80,90,tons,western,30,fall
283_212,100,30,60,20,80,90,tons,western,30,fall
283_213,100,30,60,20,80,90,tons,western,30,fall
283_221,100,30,60,20,80,90,tons,western,30,fall
283_222,100,30,60,20,80,90,tons,western,30,fall
283_223,100,30,60,20,80,90,tons,western,30,fall
283_231,100,30,60,20,80,90,tons,western,30,fall
283_232,100,30,60,20,80,90,tons,western,30,fall
283_233,100,30,60,20,80,90,tons,western,30,fall
283_311,100,30,60,20,80,90,tons,western,30,fall
283_312,100,30,60,20,80,90,tons,western,30,fall
283_313,100,30,60,20,80,90,tons,western,30,fall
283_321,100,30,60,20,80,90,tons,western,30,fall
283_322,100,30,60,20,80,90,tons,western,30,fall
283_323,100,30,60,20,80,90,tons,western,30,fall
283_331,100,30,60,20,80,90,tons,western,30,fall
283_332,100,30,60,20,80,90,tons,western,30,fall
283_333,100,30,60,20,80,90,tons,western,30,fall
283_411,100,30,60,20,80,90,tons,western,30,fall
283_412,100,30,60,20,80,90,tons,western,30,fall
283_413,100,30,60,20,80,90,tons,western,30,fall
283_421,100,30,60,20,80,90,tons,western,30,fall
283_422,100,30,60,20,80,90,tons,western,30,fall
283_423,100,30,60,20,80,90,tons,western,30,fall
283_431,100,30,60,20,80,90,tons,western,30,fall
283_432,100,30,60,20,80,90,tons,western,30,fall
283_433,100,30,60,20,80,90,tons,western,30,fall
283_511,100,30,60,20,80,90,tons,western,30,fall
283_512,100,30,60,20,80,90,tons,western,30,fall
283_513,100,30,60,20,80,90,tons,western,30,fall
283_521,100,30,60,20,80,90,tons,western,30,fall
283_522,100,30,60,20,80,90,tons,western,30,fall
283_523,100,30,60,20,80,90,tons,western,30,fall
283_531,100,30,60,20,80,90,tons,western,30,fall
283_532,100,30,60,20,80,90,tons,western,30,fall
283_533,100,30,60,20,80,90,tons,western,30,fall
284_111,100,30,60,20,80,90,tons,western,30,fall
284_112,100,30,60,20,80,90,tons,western,30,fall
284_113,100,30,60,20,80,90,tons,western,30,fall
284_121,100,30,60,20,80,90,tons,western,30,fall
284_122,100,30,60,20,80,90,tons,western,30,fall
284_123,100,30,60,20,80,90,tons,western,30,fall
284_131,100,30,60,20,80,90,tons,western,30,fall
284_132,100,30,60,20,80,90,tons,western,30,fall
284_133,100,30,60,20,80,90,tons,western,30,fall
284_211,100,30,60,20,80,90,tons,western,30,fall
284_212,100,30,60,20,80,90,tons,western,30,fall
284_213,100,30,60,20,80,90,tons,western,30,fall
284_221,100,30,60,20,80,90,tons,western,30,fall
284_222,100,30,60,20,80,90,tons,western,30,fall
284_223,100,30,60,20,80,90,tons,western,30,fall
284_231,100,30,60,20,80,90,tons,western,30,fall
284_232,100,30,60,20,80,90,tons,western,30,fall
284_233,100,30,60,20,80,90,tons,western,30,fall
284_311,100,30,60,20,80,90,tons,western,30,fall
284_312,100,30,60,20,80,90,tons,western,30,fall
284_313,100,30,60,20,80,90,tons,western,30,fall
284_321,100,30,60,20,80,90,tons,western,30,fall
284_322,100,30,60,20,80,90,tons,western,30,fall
284_323,100,30,60,20,80,90,tons,western,30,fall
284_331,100,30,60,20,80,90,tons,western,30,fall
284_332,100,30,60,20,80,90,tons,western,30,fall
284_333,100,30,60,20,80,90,tons,western,30,fall
284_411,100,30,60,20,80,90,tons,western,30,fall
284_412,100,30,60,20,80,90,tons,western,30,fall
284_413,100,30,60,20,80,90,tons,western,30,fall
284_421,100,30,60,20,80,90,tons,western,30,fall
284_422,100,30,60,20,80,90,tons,western,30,fall
284_423,100,30,60,20,80,90,tons,western,30,fall
284_431,100,30,60,20,80,90,tons,western,30,fall
284_432,100,30,60,20,80,90,tons,western,30,fall
284_433,100,30,60,20,80,90,tons,western,30,fall
284_511,100,30,60,20,80,90,tons,western,30,fall
284_512,100,30,60,20,80,90,tons,western,30,fall
284_513,100,30,60,20,80,90,tons,western,30,fall
284_521,100,30,60,20,80,90,tons,western,30,fall
284_522,100,30,60,20,80,90,tons,western,30,fall
284_523,100,30,60,20,80,90,tons,western,30,fall
284_531,100,30,60,20,80,90,tons,western,30,fall
284_532,100,30,60,20,80,90,tons,western,30,fall
284_533,100,30,60,20,80,90,tons,western,30,fall
286_111,100,30,60,20,80,90,tons,western,30,fall
286_112,100,30,60,20,80,90,tons,western,30,fall
286_113,100,30,60,20,80,90,tons,western,30,fall
286_121,100,30,60,20,80,90,tons,western,30,fall
286_122,100,30,60,20,80,90,tons,western,30,fall
286_123,100,30,60,20,80,90,tons,western,30,fall
286_131,100,30,60,20,80,90,tons,western,30,fall
286_132,100,30,60,20,80,90,tons,western,30,fall
286_133,100,30,60,20,80,90,tons,western,30,fall
286_211,100,30,60,20,80,90,tons,western,30,fall
286_212,100,30,60,20,80,90,tons,western,30,fall
286_213,100,30,60,20,80,90,tons,western,30,fall
286_221,100,30,60,20,80,90,tons,western,30,fall
286_222,100,30,60,20,80,90,tons,western,30,fall
286_223,100,30,60,20,80,90,tons,western,30,fall
286_231,100,30,60,20,80,90,tons,western,30,fall
286_232,100,30,60,20,80,90,tons,western,30,fall
286_233,100,30,60,20,80,90,tons,western,30,fall
286_311,100,30,60,20,80,90,tons,western,30,fall
286_312,100,30,60,20,80,90,tons,western,30,fall
286_313,100,30,60,20,80,90,tons,western,30,fall
286_321,100,30,60,20,80,90,tons,western,30,fall
286_322,100,30,60,20,80,90,tons,western,30,fall
286_323,100,30,60,20,80,90,tons,western,30,fall
286_331,100,30,60,20,80,90,tons,western,30,fall
286_332,100,30,60,20,80,90,tons,western,30,fall
286_333,100,30,60,20,80,90,tons,western,30,fall
286_411,100,30,60,20,80,90,tons,western,30,fall
286_412,100,30,60,20,80,90,tons,western,30,fall
286_413,100,30,60,20,80,90,tons,western,30,fall
286_421,100,30,60,20,80,90,tons,western,30,fall
286_422,100,30,60,20,80,90,tons,western,30,fall
286_423,100,30,60,20,80,90,tons,western,30,fall
286_431,100,30,60,20,80,90,tons,western,30,fall
286_432,100,30,60,20,80,90,tons,western,30,fall
286_433,100,30,60,20,80,90,tons,western,30,fall
286_511,100,30,60,20,80,90,tons,western,30,fall
286_512,100,30,60,20,80,90,tons,western,30,fall
286_513,100,30,60,20,80,90,tons,western,30,fall
286_521,100,30,60,20,80,90,tons,western,30,fall
286_522,100,30,60,20,80,90,tons,western,30,fall
286_523,100,30,60,20,80,90,tons,western,30,fall
286_531,100,30,60,20,80,90,tons,western,30,fall
286_532,100,30,60,20,80,90,tons,western,30,fall
286_533,100,30,60,20,80,90,tons,western,30,fall
287_111,100,30,60,20,80,90,tons,western,30,fall
287_112,100,30,60,20,80,90,tons,western,30,fall
287_113,100,30,60,20,80,90,tons,western,30,fall
287_121,100,30,60,20,80,90,tons,western,30,fall
287_122,100,30,60,20,80,90,tons,western,30,fall
287_123,100,30,60,20,80,90,tons,western,30,fall
287_131,100,30,60,20,80,90,tons,western,30,fall
287_132,100,30,60,20,80,90,tons,western,30,fall
287_133,100,30,60,20,80,90,tons,western,30,fall
287_211,100,30,60,20,80,90,tons,western,30,fall
287_212,100,30,60,20,80,90,tons,western,30,fall
287_213,100,30,60,20,80,90,tons,western,30,fall
287_221,100,30,60,20,80,90,tons,western,30,fall
287_222,100,30,60,20,80,90,tons,western,30,fall
287_223,100,30,60,20,80,90,tons,western,30,fall
287_231,100,30,60,20,80,90,tons,western,30,fall
287_232,100,30,60,20,80,90,tons,western,30,fall
287_233,100,30,60,20,80,90,tons,western,30,fall
287_311,100,30,60,20,80,90,tons,western,30,fall
287_312,100,30,60,20,80,90,tons,western,30,fall
287_313,100,30,60,20,80,90,tons,western,30,fall
287_321,100,30,60,20,80,90,tons,western,30,fall
287_322,100,30,60,20,80,90,tons,western,30,fall
287_323,100,30,60,20,80,90,tons,western,30,fall
287_331,100,30,60,20,80,90,tons,western,30,fall
287_332,100,30,60,20,80,90,tons,western,30,fall
287_333,100,30,60,20,80,90,tons,western,30,fall
287_411,100,30,60,20,80,90,tons,western,30,fall
287_412,100,30,60,20,80,90,tons,western,30,fall
287_413,100,30,60,20,80,90,tons,western,30,fall
287_421,100,30,60,20,80,90,tons,western,30,fall
287_422,100,30,60,20,80,90,tons,western,30,fall
287_423,100,30,60,20,80,90,tons,western,30,fall
287_431,100,30,60,20,80,90,tons,western,30,fall
287_432,100,30,60,20,80,90,tons,western,30,fall
287_433,100,30,60,20,80,90,tons,western,30,fall
287_511,100,30,60,20,80,90,tons,western,30,fall
287_512,100,30,60,20,80,90,tons,western,30,fall
287_513,100,30,60,20,80,90,tons,western,30,fall
287_521,100,30,60,20,80,90,tons,western,30,fall
287_522,100,30,60,20,80,90,tons,western,30,fall
287_523,100,30,60,20,80,90,tons,western,30,fall
287_531,100,30,60,20,80,90,tons,western,30,fall
287_532,100,30,60,20,80,90,tons,western,30,fall
287_533,100,30,60,20,80,90,tons,western,30,fall
288_111,100,30,60,20,80,90,tons,western,30,fall
288_112,100,30,60,20,80,90,tons,western,30,fall
288_113,100,30,60,20,80,90,tons,western,30,fall
288_121,100,30,60,20,80,90,tons,western,30,fall
288_122,100,30,60,20,80,90,tons,western,30,fall
288_123,100,30,60,20,80,90,tons,western,30,fall
288_131,100,30,60,20,80,90,tons,western,30,fall
288_132,100,30,60,20,80,90,tons,western,30,fall
288_133,100,30,60,20,80,90,tons,western,30,fall
288_211,100,30,60,20,80,90,tons,western,30,fall
288_212,100,30,60,20,80,90,tons,western,30,fall
288_213,100,30,60,20,80,90,tons,western,30,fall
288_221,100,30,60,20,80,90,tons,western,30,fall
288_222,100,30,60,20,80,90,tons,western,30,fall
288_223,100,30,60,20,80,90,tons,western,30,fall
288_231,100,30,60,20,80,90,tons,western,30,fall
288_232,100,30,60,20,80,90,tons,western,30,fall
288_233,100,30,60,20,80,90,tons,western,30,fall
288_311,100,30,60,20,80,90,tons,western,30,fall
288_312,100,30,60,20,80,90,tons,western,30,fall
288_313,100,30,60,20,80,90,tons,western,30,fall
288_321,100,30,60,20,80,90,tons,western,30,fall
288_322,100,30,60,20,80,90,tons,western,30,fall
288_323,100,30,60,20,80,90,tons,western,30,fall
288_331,100,30,60,20,80,90,tons,western,30,fall
288_332,100,30,60,20,80,90,tons,western,30,fall
288_333,100,30,60,20,80,90,tons,western,30,fall
288_411,100,30,60,20,80,90,tons,western,30,fall
288_412,100,30,60,20,80,90,tons,western,30,fall
288_413,100,30,60,20,80,90,tons,western,30,fall
288_421,100,30,60,20,80,90,tons,western,30,fall
288_422,100,30,60,20,80,90,tons,western,30,fall
288_423,100,30,60,20,80,90,tons,western,30,fall
288_431,100,30,60,20,80,90,tons,western,30,fall
288_432,100,30,60,20,80,90,tons,western,30,fall
288_433,100,30,60,20,80,90,tons,western,30,fall
288_511,100,30,60,20,80,90,tons,western,30,fall
288_512,100,30,60,20,80,90,tons,western,30,fall
288_513,100,30,60,20,80,90,tons,western,30,fall
288_521,100,30,60,20,80,90,tons,western,30,fall
288_522,100,30,60,20,80,90,tons,western,30,fall
288_523,100,30,60,20,80,90,tons,western,30,fall
288_531,100,30,60,20,80,90,tons,western,30,fall
288_532,100,30,60,20,80,90,tons,western,30,fall
288_533,100,30,60,20,80,90,tons,western,30,fall
289_111,100,30,60,20,80,90,tons,western,30,fall
289_112,100,30,60,20,80,90,tons,western,30,fall
289_113,100,30,60,20,80,90,tons,western,30,fall
289_121,100,30,60,20,80,90,tons,western,30,fall
289_122,100,30,60,20,80,90,tons,western,30,fall
289_123,100,30,60,20,80,90,tons,western,30,fall
289_131,100,30,60,20,80,90,tons,western,30,fall
289_132,100,30,60,20,80,90,tons,western,30,fall
289_133,100,30,60,20,80,90,tons,western,30,fall
289_211,100,30,60,20,80,90,tons,western,30,fall
